,NDVI,PV,LST,Cluster_label
0,0.22843167185783386,0.37047895789146423,29.30805778503418,27
1,0.23977980017662048,0.38656216859817505,29.613492965698242,41
2,0.24977703392505646,0.40101394057273865,28.054317474365234,2
3,0.25887590646743774,0.41439756751060486,28.353424072265625,40
4,0.254665732383728,0.4081774353981018,28.75360679626465,38
5,0.24886161088943481,0.39967963099479675,29.053470611572266,53
6,0.24746136367321014,0.3976427912712097,29.32671356201172,27
7,0.2604323923587799,0.4167090356349945,29.57335662841797,27
8,0.06303110718727112,0.1748511791229248,26.677915573120117,45
9,0.06149156019091606,0.17337127029895782,27.100393295288086,58
10,0.14808112382888794,0.2663773000240326,27.53319549560547,21
11,0.25961485505104065,0.4154941439628601,27.978179931640625,54
12,0.2739250659942627,0.4370156526565552,28.45523452758789,19
13,0.24775218963623047,0.39806538820266724,28.732406616210938,38
14,0.2362748235464096,0.38155820965766907,28.886075973510742,38
15,0.2533235251903534,0.40620434284210205,28.65902328491211,19
16,0.08914510905742645,0.20091162621974945,27.86475372314453,54
17,0.04644379764795303,0.15923763811588287,26.93256950378418,45
18,-0.05351286008954048,0.08060500770807266,25.40141487121582,39
19,-0.05069522559642792,0.08245840668678284,25.670921325683594,39
20,-0.031625233590602875,0.09555614739656448,26.067995071411133,7
21,0.027779938653111458,0.14254236221313477,26.646652221679688,45
22,0.22166867554187775,0.36105650663375854,27.298595428466797,58
23,0.2525496780872345,0.405068963766098,27.923490524291992,54
24,0.22237960994243622,0.36204132437705994,28.382204055786133,19
25,0.22798292338848114,0.36984992027282715,28.47220802307129,19
26,0.2147114872932434,0.35149022936820984,28.121166229248047,2
27,0.19191309809684753,0.32104194164276123,27.30833625793457,58
28,0.20438924431800842,0.33753353357315063,26.371685028076172,36
29,0.15537114441394806,0.2751155197620392,25.35743522644043,39
30,0.04313254728913307,0.15620818734169006,24.285364151000977,22
31,-0.03582291305065155,0.09259027987718582,24.54762077331543,22
32,-0.05213106423616409,0.08151129633188248,24.576974868774414,22
33,-0.05135065317153931,0.08202540129423141,24.650390625,22
34,-0.05437804013490677,0.08004013448953629,24.921594619750977,15
35,-0.037779491394758224,0.0912238135933876,25.37710189819336,39
36,0.16102510690689087,0.28198981285095215,26.0919246673584,7
37,0.25972869992256165,0.4156632125377655,26.90050506591797,11
38,0.2518188953399658,0.40399816632270813,27.45853042602539,21
39,0.23521612584590912,0.38005316257476807,27.716415405273438,21
40,0.2125781923532486,0.3485826253890991,27.656963348388672,21
41,0.197251096367836,0.3280474543571472,27.219762802124023,58
42,0.2052215039730072,0.33864831924438477,26.523466110229492,36
43,0.20478536188602448,0.33806392550468445,25.469018936157227,39
44,0.1283797025680542,0.2434675395488739,24.3931884765625,22
45,-0.05027739331126213,0.08273503929376602,23.588878631591797,0
46,-0.04771893098950386,0.08443903923034668,22.970190048217773,14
47,-0.04807017371058464,0.08420408517122269,22.848512649536133,14
48,-0.052740611135959625,0.081110879778862,24.479026794433594,22
49,-0.05402597412467003,0.08026975393295288,24.488832473754883,22
50,-0.05331486836075783,0.08073455095291138,24.474138259887695,22
51,-0.05103280767798424,0.08223523199558258,24.506004333496094,22
52,-0.05200104042887688,0.08159683644771576,24.78240203857422,15
53,0.010610290803015232,0.12799999117851257,25.326053619384766,39
54,0.24816429615020752,0.39866459369659424,25.99717140197754,55
55,0.2619122862815857,0.41891273856163025,26.498998641967773,36
56,0.25106698274612427,0.4028979539871216,26.878976821899414,11
57,0.22517824172973633,0.36593097448349,26.967952728271484,11
58,0.20314805209636688,0.33587437868118286,26.76881980895996,45
59,0.2053571492433548,0.33883026242256165,26.190717697143555,7
60,0.1647915244102478,0.28661617636680603,25.182220458984375,15
61,0.042556390166282654,0.15568402409553528,24.16508674621582,42
62,-0.048284292221069336,0.08406100422143936,23.500009536743164,0
63,-0.04672733694314957,0.08510416001081467,23.101612091064453,46
64,-0.04719298332929611,0.08479149639606476,22.8410587310791,14
65,-0.046348314732313156,0.08535906672477722,22.719261169433594,14
66,-0.047627415508031845,0.08450031280517578,22.669527053833008,14
67,-0.04711673781275749,0.08484265208244324,22.634672164916992,56
68,-0.05444175750017166,0.07999860495328903,24.85325050354004,15
69,-0.052941687405109406,0.08097901940345764,24.948450088500977,15
70,-0.05130871757864952,0.0820530578494072,24.92159652709961,15
71,-0.05710306391119957,0.07827392965555191,24.884992599487305,15
72,-0.05369244143366814,0.08048759400844574,24.994796752929688,15
73,-0.04097869619727135,0.08901137113571167,25.284679412841797,15
74,0.1310836672782898,0.24655085802078247,25.651357650756836,39
75,0.24274304509162903,0.3908180594444275,25.931859970092773,55
76,0.26850631833076477,0.42880237102508545,26.183069229125977,55
77,0.2745780050754547,0.43801066279411316,26.298866271972656,36
78,0.23461578786373138,0.3792009949684143,26.192981719970703,7
79,0.20286975800991058,0.3355029225349426,25.64384651184082,39
80,0.022447723895311356,0.1379423439502716,24.726226806640625,15
81,-0.042369961738586426,0.08805771917104721,23.8576602935791,47
82,-0.04829520732164383,0.08405371010303497,23.359113693237305,46
83,-0.048020366579294205,0.08423738181591034,23.004892349243164,46
84,-0.04733467847108841,0.08469647914171219,22.771469116210938,14
85,-0.047251008450984955,0.08475256711244583,22.66204261779785,14
86,-0.046925708651542664,0.08497089892625809,22.614784240722656,56
87,-0.04697515070438385,0.0849376767873764,22.577425003051758,56
88,-0.04663212597370148,0.08516814559698105,22.552526473999023,56
89,-0.04680776223540306,0.08505010604858398,22.54256820678711,56
90,-0.04742666333913803,0.08463480323553085,22.540061950683594,56
91,-0.053035471588373184,0.08091754466295242,25.415990829467773,39
92,-0.05206896737217903,0.08155214786529541,25.561725616455078,39
93,-0.037547893822193146,0.09138502180576324,25.68543815612793,39
94,-0.04118700325489044,0.08886826038360596,25.76304054260254,39
95,-0.011351396329700947,0.11053905636072159,25.7266902923584,39
